File Name,Clip Directory,Duration TC,,,Resolution,Video Codec,Description,Comments,,Location,Category,,,,,Bit Depth,,,,EDL Clip Name,Camera Type,,,Camera Format,Camera FPS,,,,Sensor,,,,,,Aspect Ratio Notes,License Type,Pricing Tier
A032_C082_0916ES_V1-0147.mp4,,00:00:43:43,,,5120 x 2700,r3d,"A roughsnout pipefish, Solenostomus paegnius, hiding in seagrass, Komodo National Park, Indonesia, Pacific Ocean",Roughsnout-ghostpipefish-sideview-seagrass-one,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A032_C081_091688_V1-0146.mp4,,00:00:34:09,,,5120 x 2700,r3d,"A roughsnout pipefish, Solenostomus paegnius, hiding in seagrass, Komodo National Park, Indonesia, Pacific Ocean",roughsnout-ghostpipefish-sideview-seagrass,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A008_D001_0507HF_001.R3D,/Volumes/SSD4TB/Raptor UW 7 May/A008_D001_0507HF.RDC,00:01:39:01,,,7680 x 4320,r3d,"A large group of ribboned sweetlips, Plectorhinchus polytaenia, tightly packed together to avoid predators in Raja Ampat, Indonesia, Pacific Ocean",ribbon-sweetlips-school,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,A008_D001_0507HF_001.R3D,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.78,Commercial,Premium
A033_C061_09176I_V1-0113.mp4,,00:04:17:40,,,5120 x 2700,r3d,"A common reef octopus, Octopus cyanea, hunting for food using tent or parachute fishing technique in coral rubble while small groupers and goatfish watch waiting for potential prey to be flushed out, Komodo National Park, Indonesia, Pacific Ocean",reef-octopus-looking-for-food-coral-rubble-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A033_C061_09176I_V1-0114.mp4,,00:04:17:40,,,5120 x 2700,r3d,"A common reef octopus, Octopus cyanea, hunting for food using tent or parachute fishing technique in coral rubble while small groupers and goatfish watch waiting for potential prey to be flushed out, Komodo National Park, Indonesia, Pacific Ocean",reef-octopus-looking-for-food-coral-rubble-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A033_C061_09176I_V1-0115.mp4,,00:04:17:40,,,5120 x 2700,r3d,"A common reef octopus, Octopus cyanea, hunting for food using tent or parachute fishing technique in coral rubble while small groupers and goatfish watch waiting for potential prey to be flushed out, Komodo National Park, Indonesia, Pacific Ocean",reef-octopus-looking-for-food-coral-rubble-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A033_C061_09176I_V1-0116.mp4,,00:04:17:40,,,5120 x 2700,r3d,"A common reef octopus, Octopus cyanea, hunting for food using tent or parachute fishing technique in coral rubble while small groupers and goatfish watch waiting for potential prey to be flushed out, Komodo National Park, Indonesia, Pacific Ocean",reef-octopus-looking-for-food-coral-rubble-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A033_C060_0917B4_V1-0111.mp4,,00:07:08:14,,,5120 x 2700,r3d,"A common reef octopus, Octopus cyanea, hunting for food in coral rubble while small groupers and goatfish watch waiting for potential prey to be flushed out, Komodo National Park, Indonesia, Pacific Ocean",reef-octopus-looking-for-food-coral-rubble,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A033_C060_0917B4_V1-0112.mp4,,00:07:08:14,,,5120 x 2700,r3d,"A common reef octopus, Octopus cyanea, hunting for food in coral rubble while small groupers and goatfish watch waiting for potential prey to be flushed out, Komodo National Park, Indonesia, Pacific Ocean",Reef-octopus-looking-for-food-coral-rubble,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C038_0916EG_001.R3D,,00:01:21:55,,,5120 x 2160,r3d,"A reef manta ray, Mobula alfredi, cruises left to right through a healthy coral reef, Komodo National Park, Indonesia, Pacific Ocean",Reef-manta-cruising-left-to-right-komodo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C041_0916ML_001.R3D,,00:00:30:54,,,5120 x 2160,r3d,"A reef manta ray, Mobula alfredi, cruises from left to right over the corals of south Komodo Island as seen from above, Komodo National Park, Indonesia, Pacific Ocean",Reef-manta-cruising-left-to-right-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C046_09166R_001.R3D,,00:01:03:04,,,5120 x 2160,r3d,"Close up pushing past a red sea fan in afternoon light with tropical fish in the water column, Komodo National Park, Indonesia, Pacific Ocean",red-seafan-coral-reef-komodo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A033_C052_0917MG_V1-0109.mp4,,00:00:38:12,,,5120 x 2700,r3d,"Forward push toward two different species of giant sponge, the orange Clathria flabellifera in the foreground and the barrel sponge, Xestospongia testudinaria, in the background, Komodo National Park, Indonesia, Pacific Ocean",push-towards-big-barrel-sponge,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C057_0916GN_V1-0123.mp4,,00:00:24:59,,,5120 x 2700,r3d,"Purple-tipped Costasiella sp3., also known as rouged cheeks sheep, or Ikea/Swedish sea slug sitting on a stalk of sea grass, Komodo National Park, Indonesia, Pacific Ocean",Purple-tipped Costasiella-shawn-the-sheep-nudibranch,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C075_0916L0_V1-0141.mp4,,00:01:21:02,,,5120 x 2700,r3d,"Beautiful flabellina nudibranch, Coryphellina rubrolineata, crawling on volcanic black sand, Komodo National Park, Indonesia, Pacific Ocean",purple-flabellina-nudibranch-sideview,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A032_C076_09162V_V1-0142.mp4,,00:01:08:47,,,5120 x 2700,r3d,"Beautiful flabellina nudibranch, Coryphellina rubrolineata, crawling on volcanic black sand, Komodo National Park, Indonesia, Pacific Ocean",purple-flabellina-nudibranch-front-view,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A032_C074_091650_V1-0140.mp4,,00:00:26:06,,,5120 x 2700,r3d,"Beautiful flabellina nudibranch, Coryphellina rubrolineata, crawling on volcanic black sand, Komodo National Park, Indonesia, Pacific Ocean",purple-flabellina-nudibranch,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A032_C033_0916GP_001.R3D,,00:00:33:57,,,5120 x 2160,r3d,"Camera pushes up and over a healthy hard coral reef with a variety of species of coral and small tropical fish surrounded by a white sand bottom, Komodo National Park, Indonesia, Pacific Ocean",pristine-coralblock-acropora,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C106_0917GR_V1-0070.mp4,,00:00:15:88,,,5120 x 2700,r3d,"Traditional wooden boat being built in Bonto village, Sangeang Island, Sumbawa, Indonesia",pan-to-right-boat-shipyard,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C099_0917MD_V2-0027.mp4,,00:00:26:05,,,5120 x 2700,r3d,"Left to right pan of traditional sarongs hanging on a line in the wind, Bontoh village, Sangeang island, Sumbawa, Indonesia, No Model Release",pan-colorful-local-fabric-hanging-in-the-wind,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A033_C018_0917MV_V1-0094.mp4,,00:00:45:83,,,5120 x 2700,r3d,"Slow motion camera pushing forward and orbiting a healthy shallow hard and soft coral reef with a variety of Acropora and Porites species such as table coral and branching corals along with damselfish and anthias, Komodo National Park, Indonesia, Pacific Ocean",orbit-slomo-coralreef-wide-scene-damselfish,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Premium
A030_C051_0915ME_001.R3D,,00:00:29:04,,,5120 x 2160,r3d,"Schools of tropical fish such as anthias and damselfish swarm the water column above a healthy reef of branching hard corals, Komodo National Park, Indonesia, Pacific Ocean",orbit-over-healthy-diverse-reef,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A033_C021_0917BR_V1-0096.mp4,,00:01:58:81,,,5120 x 2700,r3d,"Crane style orbit up and over a rich coral bommie with a red sea fan, colourful soft corals and Acropora sp. branching corals and small tropical fish, Komodo National Park, Indonesia, Pacific Ocean",orbit-coralhead-softcorals-current-slomo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Premium
A031_C059_0916BQ_V1-0100.mp4,,00:00:42:58,,,5120 x 2700,r3d,"A honeycomb moray, Gymnothorax favagineus, looks out from an overhang surrounded by a school of ring-tailed cardinal fish, Ostorhinchus aureus, and other cardinal species, and a lion fish above, Komodo National Park, Indonesia, Pacific Ocean",moray-leopard-overhang-glass-sweepers,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A031_C061_091653_V1-0102.mp4,,00:00:50:03,,,5120 x 2700,r3d,"A honeycomb moray, Gymnothorax favagineus, looks out from an overhang surrounded by a school of ring-tailed cardinal fish, Ostorhinchus aureus, and other cardinal species, and a lion fish above, Komodo National Park, Indonesia, Pacific Ocean",moray-leopard-overhang-glass-sweepers,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C006_0916B8_001.R3D,,00:00:48:40,,,5120 x 2160,r3d,"Moorish idols, Zanius cornutus, and anthias swim around red barrel sponges, Xestospongia muta, Komodo National Park, Indonesia, Pacific Ocean",moorish-idol-group-over-coralhead-barrel-sponges,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2:37,Commercial,Premium
A032_C003_0916O6_001.R3D,,00:00:43:41,,,5120 x 2160,r3d,"A moorish idol, Zanclus cornutus, inspects a large red barrel sponge, Xestospongia muta, Komodo National Park, Indonesia, Pacific Ocean",Moorish-idol-fish-in-barrel-sponge,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2:37,Commercial,Premium
A032_C096_09179B_V2-0024.mp4,,00:00:36:04,,,5120 x 2700,r3d,"Smoking local man interacts with his daughter, Bontoh village, Sangeang island, Sumbawa, Indonesia, No Model Release",mid-shot-villager-smoking,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C083_09176H_V2-0016.mp4,,00:00:05:12,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, using its unique hooded mouth for “hood feeding” as it uses the cirri inside the mouth to sweep for benthic organisms to eat, Komodo National Park, Indonesia, Pacific Ocean",melibe-nudibranch-feeding,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A030_C059_09157Z_001.R3D,,00:05:51:40,,,5120 x 2160,r3d,"A reef manta ray, Mobula alfredi, swims in the blue water column, Komodo National Park, Indonesia, Pacific Ocean",manta-wingspan-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A030_C058_09158G_001.R3D,,00:02:24:49,,,5120 x 2160,r3d,"A reef manta ray, Mobula alfredi, swims past the camera showing its white belly with a remora attached, Komodo National Park, Indonesia, Pacific Ocean",manta-showing-belly,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C054_09165W_V1-0122.mp4,,00:00:36:07,,,5120 x 2700,r3d,"Close up of the head and fins of an ornate ghost pipefish, Solenostomus paradoxus, hovering over a field of algae, Komodo National Park, Indonesia, Pacific Ocean",macro-yellow-ornate-ghostpipefish-algaes-seagrass,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C068_091633_V1-0136.mp4,,00:00:21:15,,,5120 x 2700,r3d,"A juvenile clown or warty frogfish, Antennarius maculatus, walking and using its lure to attract potential prey, Komodo National Park, Indonesia, Pacific Ocean",macro-wide-clown-frogfish-white,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C073_0916KG_V1-0139.mp4,,00:00:38:08,,,5120 x 2700,r3d,"A juvenile clown or warty frogfish, Antennarius maculatus, walking and using its lure to attract potential prey, Komodo National Park, Indonesia, Pacific Ocean",Macro-mid-clown-frogfish-white-two,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C072_0916GO_V1-0138.mp4,,00:00:52:45,,,5120 x 2700,r3d,"A juvenile clown or warty frogfish, Antennarius maculatus, walking and using its lure to attract potential prey, Komodo National Park, Indonesia, Pacific Ocean",Macro-mid-clown-frogfish-white-one,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C070_0916DT_V1-0137.mp4,,00:00:34:59,,,5120 x 2700,r3d,"A juvenile clown or warty frogfish, Antennarius maculatus, walking and using its lure to attract potential prey, Komodo National Park, Indonesia, Pacific Ocean",macro-mid-clown-frogfish-white,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C095_09179F_V2-0023.mp4,,00:00:14:94,,,5120 x 2700,r3d,"A village woman chewing betel nut, Bontoh village, Sangeang Island, Sumbawa, Indonesia, No Model Release",Local-woman-betelnut,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C101_0917C4_V2-0029.mp4,,00:00:18:11,,,5120 x 2700,r3d,"Close up of a carpenter standing atop a boat being built, Bontoh village, Sangeang island, Sumbawa, Indonesia, No Model Release",local-villager-carpentar-top-ofboat-being-built-mid,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C101_0917C4_V2-0028.mp4,,00:00:18:82,,,5120 x 2700,r3d,"A carpenter stands atop a local boat being built, Bontoh village, Sangeang island, Sumbawa, Indonesia, No Model Release",local-villager-carpentar-top-boat-being-built-wide-,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C092_09178I_V2-0020.mp4,,00:00:20:05,,,5120 x 2700,r3d,"A local man sitting in front of his wooden house smiles at the camera, Bontoh village, Sangeang Island, Sumbawa, Indonesia. No model release",Local-man-smiling,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C093_09177K_V2-0021.mp4,,00:00:14:01,,,5120 x 2700,r3d,"Two local women standing in front of a house in a village, Bontoh village, Sangeang Island, Sumbawa, Indonesia, No Model Release",local-ladies-from-village-hut-front,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C136_0917ME_V1-0075.mp4,,00:00:43:23,,,5120 x 2160,r3d,"A young girl happily playing in the sea, Bontoh village, Sangeang Island, Sumbawa, Indonesia. No MR",litlle-girl-villager-playing-in-the-sea,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,120,,,,,,,,,,2.37,Editorial,Standard
A031_C062_0916FQ_V1-0103.mp4,,00:03:29:58,,,5120 x 2700,r3d,"A honeycomb moray, Gymnothorax favagineus, lit from the left, looks out from an overhang surrounded by a school of ring-tailed cardinal fish, Ostorhinchus aureus, and other cardinal species, Komodo National Park, Indonesia, Pacific Ocean",Laced-moray-leopard-overhang-glassy-sweepers-fish,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A033_C107_0919KN_001.R3D,,00:00:21:02,,,5120 x 2160,r3d,"Sunset over the waters of Komodo National Park with a traditional phinisi boat silhouetted in the foreground, Komodo National Park, Indonesia, Pacific Ocean",Komodo-scenery-sunset-boat,,"Komodo, Indonesia",Landscape,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2:37,Commercial,Standard
A033_C082_0918AC_001.R3D,,00:00:42:85,,,5120 x 2700,r3d,"Landscape of the brown islands of Komodo National Park, panning the camera from left to right, Komodo Island, Indonesia, Pacific Ocean",komodo-lanscape-pan-to-right,,"Komodo, Indonesia",Landscape,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Standard
A032_C032_091621_001.R3D,,00:00:32:50,,,5120 x 2160,r3d,"Camera pushes forward over a large table coral, Acropora sp., branching corals and leather corals on a sandy bottom, Komodo National Park, Indonesia, Pacific Ocean",huge-acropora-tablecoral,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A031_C060_0916XJ_V1-0101.mp4,,00:01:45:51,,,5120 x 2700,r3d,"A honeycomb moray, Gymnothorax favagineus, looks out from an overhang surrounded by a school of ring-tailed cardinal fish, Ostorhinchus aureus, and other cardinal species, Komodo National Park, Indonesia, Pacific Ocean",honeycomb-moray-leopard-overhang-glassy-sweepers,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A031_C058_0916EW_V1-0099.mp4,,00:00:26:05,,,5120 x 2700,r3d,"Camera pushes toward a honeycomb moray, Gymnothorax favagineus, looking out from an overhang surrounded by a school of ring-tailed cardinal fish, Ostorhinchus aureus, and other cardinal species, Komodo National Park, Indonesia, Pacific Ocean",honeycomb-moray-leopard-overhang-glass-sweeper,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Standard
A032_C035_0916HL_001.R3D,,00:00:12:01,,,5120 x 2160,r3d,"Healthy hard coral garden with anthias, surgeon and damsel fish swimming above the staghorn branching corals, Acropora sp., Komodo National Park, Indonesia, Pacific Ocean",healthy-diverse-reef-komodo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C005_0916IW_001.R3D,,00:00:27:52,,,5120 x 2160,r3d,"Healthy soft corals and sponges with tropical fish swarming around them with a white sandy bottom, Komodo National Park, Indonesia, Pacific Ocean",healthy-corals-barrel-sponges,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2:37,Commercial,Premium
A005_D004_05032X_001.R3D,/Volumes/SSD4TB/Raptor UW 3 May/A005_D004_05032X.RDC,00:00:49:22,,,5120 x 2700,r3d,"Eretmochelys imbricata, foraging on the reef in Raja Ampat, Indonesia, Pacific Ocean",hawksbill-turtle-foraging,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9,Commercial,Premium
A031_C021_09151D_V2-0008.mp4,,00:00:23:52,,,5120 x 2160,r3d,"A grey reef shark, Carcharhinus amblyrhynchos, cruising in the blue from left to right before turning and swimming out of the scene, Komodo National Park, Indonesia, Pacific Ocean",grey-reef-shark-turning-camera-front,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C020_09150A_V2-0007.mp4,,00:01:12:47,,,5120 x 2160,r3d,"A grey reef shark, Carcharhinus amblyrhynchos, swims toward a school of elongate surgeonfish, Acanthurus mata, and a giant trevally, Caranx ignobilis, before turning away, Komodo National Park, Indonesia, Pacific Ocean",grey-reef-shark-swims-to-surgeonfish-school,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C022_0915ML_V2-0009.mp4,,00:00:39:56,,,5120 x 2160,r3d,"A grey reef shark, Carcharhinus amblyrhynchos, surrounded by a school of rainbow runners, Elagatis bipinnulata, who rub against the shark to remove parasites from their skin, with blue and yellow fusiliers, Caesio teres, in the background, the shark dives down after the rainbow runners annoy it, Komodo National Park, Indonesia, Pacific Ocean",grey-reef-shark-slow-dive-down,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C020_09150A_V2-0006.mp4,,00:00:56:58,,,5120 x 2160,r3d,"A grey reef shark, Carcharhinus amblyrhynchos, surrounded by a school of rainbow runners, Elagatis bipinnulata, who rub against the shark to remove parasites from their skin, with blue and yellow fusiliers, Caesio teres, in the background, Komodo National Park, Indonesia, Pacific Ocean",grey-reef-shark-sideview-right-to-left-rainbowrunners,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C020_09150A_V2-0010.mp4,,00:02:29:01,,,5120 x 2160,r3d,"A grey reef shark, Carcharhinus amblyrhynchos, surrounded by a school of rainbow runners, Elagatis bipinnulata, who rub against the shark to remove parasites from their skin, Komodo National Park, Indonesia, Pacific Ocean",grey-reef-shark-rainbowrunners-wide-mid,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C020_09150A_V2-0011.mp4,,00:02:29:01,,,5120 x 2160,r3d,"A grey reef shark, Carcharhinus amblyrhynchos, surrounded by a school of rainbow runners, Elagatis bipinnulata, who rub against the shark to remove parasites from their skin, with blue and yellow fusiliers, Caesio teres, in the background, Komodo National Park, Indonesia, Pacific Ocean",grey-reef-shark-rainbowrunners-wide-mid,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A032_C144_0918LN_001.R3D,,00:01:06:10,,,5120 x 2700,r3d,"A silhouetted green turtle, Chelonia mydas, swims through the water column backlit with sun rays, Komodo National Park, Indonesia, Pacific Ocean",greenturtle-silohuette-looking-up-bluewater,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Premium
A032_C144_0918LN_001.R3D,,00:01:06:10,,,5120 x 2700,r3d,"A green turtle, Chelonia mydas, swims toward the surface in the late afternoon, Komodo National Park, Indonesia, Pacific Ocean",green-turtle-swimming-up-to-surface,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Premium
A032_C146_0918B1_001.R3D,,00:01:23:03,,,5120 x 2700,r3d,"A green turtle, Chelonia mydas, swims over sand toward the coral reef, Komodo National Park, Indonesia, Pacific Ocean",green-turtle-swimming-over-sand-to-corals-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Premium
A032_C141_0918U7_001.R3D,,00:02:04:47,,,5120 x 2700,r3d,"A green turtle, Chelonia mydas, swims past a healthy hard coral reef, Komodo National Park, Indonesia, Pacific Ocean",green-turtle-swimming-over-corals-sideview,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Premium
A032_C141_0918U7_001.R3D,,00:02:04:47,,,5120 x 2700,r3d,"A green turtle, Chelonia mydas, swims over a healthy coral reef, Komodo National Park, Indonesia, Pacific Ocean",green-turtle-swimming-over-corals-sideview,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Premium
