# Paste these rows into Raja Stock Clips 3 Clips Metadata.csv (or Numbers master)
# File Name = R3D reel ID | Comments = URL slug | fill Description + Duration TC
# Then run: node ingest.js

File Name,Clip Directory,Duration TC,,,Resolution,Video Codec,Description,Comments,,Location,Category,,,,,Bit Depth,,,,EDL Clip Name,Camera Type,,,Camera Format,Camera FPS,,,,Sensor,,,,,,Aspect Ratio Notes
A032_C138_09178Q_V1-0077_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A032 C138 09178q V1 0077 — add species, behavior, and location description",a032-c138-09178q-v1-0077,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C001_09177S_V1-0079_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C001 09177s V1 0079 — add species, behavior, and location description",a033-c001-09177s-v1-0079,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C003_091749_V1-0080_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C003 091749 V1 0080 — add species, behavior, and location description",a033-c003-091749-v1-0080,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C006_0917EY_V1-0081_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C006 0917ey V1 0081 — add species, behavior, and location description",a033-c006-0917ey-v1-0081,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C006_0917EY_V1-0082_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C006 0917ey V1 0082 — add species, behavior, and location description",a033-c006-0917ey-v1-0082,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C006_0917EY_V1-0083_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C006 0917ey V1 0083 — add species, behavior, and location description",a033-c006-0917ey-v1-0083,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C009_0917ZY_V1-0084_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C009 0917zy V1 0084 — add species, behavior, and location description",a033-c009-0917zy-v1-0084,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C011_0917NZ_V1-0087_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C011 0917nz V1 0087 — add species, behavior, and location description",a033-c011-0917nz-v1-0087,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C012_09172P_V1-0089_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C012 09172p V1 0089 — add species, behavior, and location description",a033-c012-09172p-v1-0089,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C013_09170B_V1-0090_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C013 09170b V1 0090 — add species, behavior, and location description",a033-c013-09170b-v1-0090,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C013_09170B_V1-0091_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C013 09170b V1 0091 — add species, behavior, and location description",a033-c013-09170b-v1-0091,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C015_0917HA_V1-0092_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C015 0917ha V1 0092 — add species, behavior, and location description",a033-c015-0917ha-v1-0092,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C017_0917IY_V1-0093_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C017 0917iy V1 0093 — add species, behavior, and location description",a033-c017-0917iy-v1-0093,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C018_0917MV_V1-0094_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C018 0917mv V1 0094 — add species, behavior, and location description",a033-c018-0917mv-v1-0094,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C020_09174Q_V1-0095_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C020 09174q V1 0095 — add species, behavior, and location description",a033-c020-09174q-v1-0095,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C021_0917BR_V1-0096_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C021 0917br V1 0096 — add species, behavior, and location description",a033-c021-0917br-v1-0096,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C022_0917CW_V1-0097_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C022 0917cw V1 0097 — add species, behavior, and location description",a033-c022-0917cw-v1-0097,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C024_091725_V1-0098_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C024 091725 V1 0098 — add species, behavior, and location description",a033-c024-091725-v1-0098,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C034_09174F_V1-0105_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C034 09174f V1 0105 — add species, behavior, and location description",a033-c034-09174f-v1-0105,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C039_0917BE_V1-0106_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C039 0917be V1 0106 — add species, behavior, and location description",a033-c039-0917be-v1-0106,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C041_0917X8_V1-0107_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C041 0917x8 V1 0107 — add species, behavior, and location description",a033-c041-0917x8-v1-0107,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C050_0917DX_V1-0108_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C050 0917dx V1 0108 — add species, behavior, and location description",a033-c050-0917dx-v1-0108,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C052_0917MG_V1-0109_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C052 0917mg V1 0109 — add species, behavior, and location description",a033-c052-0917mg-v1-0109,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C057_0917D8_V1-0110_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C057 0917d8 V1 0110 — add species, behavior, and location description",a033-c057-0917d8-v1-0110,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C060_0917B4_V1-0111_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C060 0917b4 V1 0111 — add species, behavior, and location description",a033-c060-0917b4-v1-0111,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C060_0917B4_V1-0112_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C060 0917b4 V1 0112 — add species, behavior, and location description",a033-c060-0917b4-v1-0112,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C061_09176I_V1-0113_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C061 09176i V1 0113 — add species, behavior, and location description",a033-c061-09176i-v1-0113,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C061_09176I_V1-0114_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C061 09176i V1 0114 — add species, behavior, and location description",a033-c061-09176i-v1-0114,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C061_09176I_V1-0115_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C061 09176i V1 0115 — add species, behavior, and location description",a033-c061-09176i-v1-0115,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
A033_C061_09176I_V1-0116_001.R3D,,,,,5120 x 2700,r3d,"[TODO] A033 C061 09176i V1 0116 — add species, behavior, and location description",a033-c061-09176i-v1-0116,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9
